All Transactions Announced Date,Target/Issuer,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Percent Sought (%),Transaction Comments,"Implied Enterprise Value ($USDmm, Historical rate)","Target/Issuer LTM Financials - Total Revenue (at Announcement) ($USDmm, Historical rate)","Target/Issuer LTM Financials - Net Income (at Announcement) ($USDmm, Historical rate)","Acquirer LTM Financials - Total Revenue (at Announcement) ($USDmm, Historical rate)","Acquirer LTM Financials - Net Income (at Announcement) ($USDmm, Historical rate)",Consideration Offered,Target Security Types,Deal Resolution,Accounting Method,Deal Attitude,State/Region From Primary Address [Target/Issuer]
11/4/2002,"ABI Orthotic/Prosthetic Laboratories, Ltd.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR3552590,100,"Hanger Orthopedic Group acquired ABI Orthotic/Prosthetic Laboratories, Ltd. on Novemeber 4, 2002. The aggregate net sales for the fiscal year 2001 of ABI Orthotic/Prosthetic Laboratories, Ltd. was approximately $3.3 million. David S. Sanders, Jay W. Freedman and Thomas L. James of Foley & Lardner LLP acted as legal advisors to Hanger Orthopedic Group on the deal. Manchester, Bennett, Powers & Ullman acted as legal advisor to ABI Orthotic/Prosthetic Laboratories, Ltd.",-,3.3,-,519.23,10.46,Unknown,Common Equity,"Hanger Orthopedic Group acquired ABI Orthotic/Prosthetic Laboratories, Ltd. on Novemeber 4, 2002.",Purchase Acquisition,Friendly,Maryland
10/22/2002,Health Midwest,Closed,1038,"HCA Holdings, Inc. (NYSE:HCA)",-,IQTR3724071,100,"Health Midwest and HCA (NYSE: HCA) announced the signing of a definitive agreement, under which HCA would acquire the 14-hospital Health Midwest system in Kansas City for $1.125 billion on October 16, 2002. The transaction closed in April 2003. As previously announced, the entire Health Midwest system was valued at $1.125 billion, including approximately $183 million of debt and leases assumed by HCA. The leases are for Overland Park Regional Medical Center and Independence Regional Health Center, both owned by Triad Hospitals Inc. Entities originally included in the valuation of the transaction but not acquired are valued at about $87 million. As a result, the aggregate cash paid by HCA at closing was approximately $855 million. As part of the agreement, HCA will commit at least $450 million in capital expenditures in the community over the next five years. Health Midwest will continue to operate certain businesses under the new name of Community Health Group. CHG will pay off Health Midwest’s financial obligations that exist at the sale closing, including long-term debt and other obligations. CHG will distribute the sale’s net proceeds of approximately $526 million, with 80% going to a Missouri foundation and 20% going to a Kansas foundation. For Health Midwest Larry Bingham of Siegfried, Bingham, Levy, Selzer & Gee was the legal advsior. David Atchison of Ponders & Co. was the financial advisor. For HCA David Pommerening and Andrew Varner of O'Melveny & Myers; Irv Belzer and Mark Goran of Bryan Cave; Katherine Lauer of Latham & Watkins; and firm Dewey Ballantine were the legal advisors. Merrill Lynch & Co. had Jim Forbes and Alan Hartman as the professionals which served as the financial advisors. ",1038,-,-,17707,993,Cash,Asset,"HCA (NYSE: HCA) completed the acquisition of Health Midwest in a transaction valued at $1038 million on April 1, 2003. The earlier transaction size was inclusive of $87 million subsidiaries which were eventually not acquired.",Purchase Acquisition,Friendly,Missouri
10/3/2002,Lake Wales Hospital Corporation,Closed,-,"Community Health Systems, Inc. (NYSE:CYH)",Winter Haven Hospital,IQTR3804401,100,"Community Health Systems, Inc. (NYSE:CYH), announced the acquisition of 154-bed Lake Wales Medical Center, located in rural, southern Polk County, Florida. The hospital was acquired from Winter Haven Hospital, a local non-profit organization. The transaction was effective as of December 1, 2002. The terms were not disclosed.",-,-,-,1900.59,94.86,Unknown,Undisclosed,-,Purchase Acquisition,Friendly,Florida
9/30/2002,"C.P.O. Consulting, Inc.",Closed,-,"Hanger, Inc. (NYSE:HGR)",-,IQTR27551934,100,"Hanger Orthopedic Group Inc. acquired C.P.O. Consulting, Inc. on September 30, 2002. Financial terms of the deal were not disclosed. David S. Sanders, Jay W. Freedman and Thomas L. James from Foley & Lardner LLP acted as legal advisors to Hanger Prosthetics & Orthotics, Inc. on the deal. Cooperman Lester Miller LLP acted as legal advisor to C.P.O. Consulting, Inc. on the deal.",-,-,-,519.23,10.46,Unknown,Common Equity,"Hanger Orthopedic Group Inc. completed the acquisition of C.P.O. Consulting, Inc. on September 30, 2002.",Purchase Acquisition,Friendly,New York
9/26/2002,"Methodist Healthcare, 7 West Tennessee Hospitals",Closed,150,"Community Health Systems, Inc. (NYSE:CYH)","Methodist Le Bonheur Healthcare, Inc.",IQTR4108180,100,"Community Health Systems announced that it had completed the acquisition of seven West Tennessee hospitals from Memphis's Methodist Healthcare for $150 million. The hospitals are in Brownsville, Dyersburg, Jackson, Lexington, Martin, McKenzie and Selmer. The transaction also includes Methodist's outpatient care and other services in these areas. The hospitals have 676 licensed beds. Rosemary Walsh, a CHS spokesman, said the names of the hospitals have been changed to reflect the new ownership. Community Health Systems plans to spend $ 40 million on new capital projects on these hospitals.",150,-,-,1778.29,79.47,Cash,Asset,-,Purchase Acquisition,Friendly,-
8/1/2002,All Saints Home Care Services,Closed,1.2,Amedisys Inc. (NasdaqGS:AMED),Baylor All Saints Medical Centers,IQTR2828081,100,"Amedisys, Inc. purchased Baylor All Saints Medical Centers, All Saints Home Care Services. The transaction was valued for 1.2 million in cash at closing and executed a promissory note in the amount of $200,000 for a total purchase price of $1.2 million. The promissory note, bearing interest at 7% per annum, is payable in quarterly principal payments of $25,000, plus accrued interest, beginning November 2002.",1.2,-,-,125.51,9.97,Cash,Asset,"Amedisys, Inc. completed the acquisition of All Saints Home Care Services of Baylor All Saints Medical Centers on August 1, 2002.",Purchase Acquisition,Friendly,Texas
8/1/2002,Clinton Hospital Corporation,Closed,-,"Community Health Systems, Inc. (NYSE:CYH)",-,IQTR41321346,100,"Community Health Systems, Inc. (NYSE: CYH) acquired Lock Haven Hospital on August 1, 2002.",-,-,-,1778.29,79.47,Unknown,Common Equity,"Community Health Systems, Inc. (NYSE: CYH) completed the acquisition of Lock Haven Hospital on August 1, 2002.",Purchase Acquisition,Friendly,Pennsylvania
6/21/2002,Northern Virginia Community Hospital,Closed,-,"HCA Holdings, Inc. (NYSE:HCA)","Ventas Realty, Limited Partnership",IQTR2361027,100,"HCA Inc. acquired Northern Virginia Community Hospital from Ventas Realty LP on June 21, 2002.",-,-,-,16906,945,Unknown,Common Equity,"HCA Inc. completed the acquisition of Northern Virginia Community Hospital from Ventas Realty LP on June 21, 2002.",Purchase Acquisition,Friendly,Virginia
4/8/2002,Christus Spohn Home Health Services,Effective,-,Amedisys Inc. (NasdaqGS:AMED),Christus Spohn Health System Corporation,IQTR1925579,100,"Amedisys, Inc. agreed to acquire Christus Spohn Home Health Services from Christus Spohn Health System on April 8, 2002.",-,-,-,119.85,7.55,Unknown,Common Equity,"Amedisys, Inc. completed the acquisition of Christus Spohn Home Health Services from Christus Spohn Health System effective as on October 5, 2002.",Purchase Acquisition,Friendly,Texas
3/1/2002,Phillips Hospital Corporation,Closed,-,"Community Health Systems, Inc. (NYSE:CYH)",-,IQTR1717058,100,"Helena Regional Medical Center was acquired by Community Health Systems Inc. In a related transaction, Community Health Systems Inc. also acquired Gateway Regional Medical Center. The aggregate consideration for the two hospitals totaled approximately $70 million.",-,-,-,1537.4,48.55,Cash,Common Equity,Helena Regional Medical Center was acquired by Community Health Systems Inc. on 03/01/2002.,Purchase Acquisition,Friendly,Arkansas
2/25/2002,"Lone Star HMA, L.P.",Closed,80,Health Management Associates Inc.,"HCR ManorCare, Inc.",IQTR1685809,100,"Health Management Associates signed a definitive agreement to acquire Mesquite (Texas) Community Hospital from Manor Care, Inc. for $80 million on February 25, 2002.",80,-,-,1796.49,205.27,Unknown,Common Equity,"Health Management Associates completed the acquisition of Mesquite (Texas) Community Hospital from Manor Care, Inc. on April 30, 2002.",Purchase Acquisition,Friendly,Texas
12/18/2001,"Granite City Illinois Hospital Company, LLC",Closed,-,"Community Health Systems, Inc. (NYSE:CYH)",-,IQTR28549051,100,"Community Health Systems, Inc. (NYSE:CYH) signed a definitive agreement to acquire Saint Elizabeth Medical Center on December 18, 2001. The terms of the deal were not disclosed. Regulatory approvals have been received and the closing of the transaction is expected to be effective on January 1, 2002. The facility, will undergo a name change to 'Gateway Regional Medical Center' to reflect its secular status. ",-,-,-,1438.53,37.75,Unknown,Common Equity,"Community Health Systems, Inc. (NYSE:CYH) completed the acquisition of Saint Elizabeth Medical Center on January 1, 2002.",Purchase Acquisition,Friendly,Illinois
12/5/2001,Lancaster Hospital Corporation,Closed,40,Universal Health Services Inc. (NYSE:UHS),Health Management Associates Inc.,IQTR1371059,100,"Health Management Associates, Inc. (NYSE: HMA) has signed a definitive agreement to sell Lancaster Hospital Corporation, to Universal Health Services, Inc. (NYSE: UHS). This transaction is an integral component of the previously announced agreement to acquire four Clarent Hospitals. The deal is subject to normal regulatory approval and is expected to be completed before year-end 2001. In a related transaction, Universal Health Services, Inc. has also agreed to acquire North Penn Hospital.",40,-,-,2488.02,117.9,Cash,Undisclosed,"Health Management Associates, Inc. (NYSE: HMA) has completed the sale of Lancaster Hospital Corporation, to Universal Health Services, Inc. (NYSE: UHS) on 01/01/2002. The transaction value is $40 million in cash.",Purchase Acquisition,Friendly,California
11/8/2001,"HMA Santa Rosa Medical Center, LLC",Closed,-,Health Management Associates Inc.,Clarent Hospital Corp.,IQTR1324524,100,"Clarent Hospital Corporation has entered into a definitive agreement to sell Santa Rosa Medical Center to Health Management Associates, Inc. (NYSE: HMA). In the same deal, Clarent will also sell 117-bed Lancaster Community Hospital in Lancaster, California; 85-bed Fentress County General Hospital in Jamestown, Tennessee; and 176-bed The Medical Center of Mesquite in Mesquite, Texas, to Health Management Associates, Inc. The transaction price, which included the sale of net working capital, consisted of $170.0 million in cash and the assumption of $4.1 million in long term capital lease obligations. The deal is subject to normal regulatory approval and is expected to be completed before year-end 2001. Jones Day gave legal advice to Clarent Hospital.",-,-,-,1735.88,194.98,Cash,Undisclosed,"Clarent Hospital Corporation has completed the sale of Santa Rosa Medical Center to Health Management Associates, Inc. (NYSE: HMA) on 01/01/2002.",Purchase Acquisition,Friendly,Florida
11/8/2001,Lancaster Hospital Corporation,Closed,-,Health Management Associates Inc.,Clarent Hospital Corp.,IQTR8536759,100,"Clarent Hospital Corporation has entered into a definitive agreement to sell Lancaster Hospital Corporation to Health Management Associates, Inc. (NYSE: HMA). In the same deal, Clarent will also sell 129-bed Santa Rosa Medical Center in Milton, Florida; 85-bed Fentress County General Hospital in Jamestown, Tennessee; and 176-bed The Medical Center of Mesquite in Mesquite, Texas to Health Management Associates, Inc. The transaction price, which included the sale of net working capital, consisted of $170.0 million in cash and the assumption of $4.1 million in long term capital lease obligations. The deal is subject to normal regulatory approval and is expected to be completed before year-end 2001. Jones Day gave legal advice to Clarent Hospital.",-,-,-,1735.88,194.98,Cash,Undisclosed,"Clarent Hospital Corporation has completed the sale of Lancaster Hospital Corporation to Health Management Associates, Inc. (NYSE: HMA) on 01/01/2002.",Purchase Acquisition,Friendly,California
11/8/2001,"HMA Fentress County General Hospital, LLC",Closed,-,Health Management Associates Inc.,Clarent Hospital Corp.,IQTR8591908,100,"Clarent Hospital Corporation has entered into a definitive agreement to sell Fentress County General Hospital to Health Management Associates, Inc. (NYSE: HMA). In the same deal, Clarent will also sell 117-bed Lancaster Community Hospital in Lancaster, California; 129-bed Santa Rosa Medical Center in Milton, Florida; and 176-bed The Medical Center of Mesquite in Mesquite, Texas, to Health Management Associates, Inc. The transaction price, which included the sale of net working capital, consisted of $170.0 million in cash and the assumption of $4.1 million in long term capital lease obligations. The deal is subject to normal regulatory approval and is expected to be completed before year-end 2001. Jones Day gave legal advice to Clarent Hospital Corp..",-,-,-,1735.88,194.98,Cash,Undisclosed,"Clarent Hospital Corporation has completed the sale of Fentress County General Hospital to Health Management Associates, Inc. (NYSE: HMA) on 01/01/2002.",Purchase Acquisition,Friendly,Tennessee
